bin_centers,bin_edges_left,bin_edges_right,hist_mc_bkg,hist_mc_sig,hist_ml_bkg,hist_ml_sig,ratio_bkg
0.01020408163265306,0.0,0.02040816326530612,1.6945850316974227,0.16558528423504942,3.000160953650379,0.07564954977080364,1.7704398997583461
0.030612244897959183,0.02040816326530612,0.04081632653061224,1.3290086067643094,0.25017630489633685,2.1213025638446257,0.14649221857416675,1.5961541204833025
0.05102040816326531,0.04081632653061224,0.061224489795918366,1.2523973775388406,0.30446380673141693,1.9490647470880351,0.19612410492679574,1.5562670299727521
0.07142857142857142,0.061224489795918366,0.08163265306122448,1.2297799074903422,0.3554570824489506,1.8300813086769885,0.24908383194919134,1.4881372654816778
0.09183673469387754,0.08163265306122448,0.1020408163265306,1.2439229357017254,0.3981139492159578,1.7498490092258172,0.2900095492768756,1.4067181808483074
0.11224489795918366,0.1020408163265306,0.12244897959183673,1.2225946424875072,0.4428213036683765,1.6586776651661084,0.33389334719990765,1.3566865153206797
0.13265306122448978,0.12244897959183673,0.14285714285714285,1.229741990524628,0.4796124310730178,1.607963723523415,0.38145793859101523,1.3075618592461264
0.15306122448979592,0.14285714285714285,0.16326530612244897,1.2182910668789504,0.5172607295592654,1.5611931463149937,0.416585145660773,1.28146153965858
0.173469387755102,0.16326530612244897,0.18367346938775508,1.208280987930411,0.5507072090180299,1.5054362482323154,0.45206530552883933,1.2459322485996267
0.19387755102040816,0.18367346938775508,0.2040816326530612,1.208489531241839,0.5795148802704533,1.4545137632781928,0.4941675321842189,1.2035799447791162
0.21428571428571425,0.2040816326530612,0.22448979591836732,1.2127551898846824,0.6135159998408456,1.406738386478346,0.5303535976489023,1.1599524769810377
0.2346938775510204,0.22448979591836732,0.24489795918367346,1.1908012667361798,0.6396008923634591,1.36531410143562,0.5611613347584068,1.1465507634013152
0.2551020408163265,0.24489795918367346,0.26530612244897955,1.1916354399818947,0.6737700846949525,1.3164770495957803,0.6009441573106172,1.1047649351682445
0.2755102040816326,0.26530612244897955,0.2857142857142857,1.180412018130499,0.6921404374831062,1.281195312998747,0.6286593556158934,1.08537976005011
0.29591836734693877,0.2857142857142857,0.3061224489795918,1.1770563666647986,0.7150487548209453,1.2432973057674432,0.663013427984596,1.0562767773733206
0.31632653061224486,0.3061224489795918,0.32653061224489793,1.155216194413437,0.74304967682009,1.2050580458447055,0.6900731425215846,1.0431450421767814
0.336734693877551,0.32653061224489793,0.3469387755102041,1.1535668064048707,0.7707816824014777,1.1687904681391075,0.7235700438086788,1.0131970351866155
0.3571428571428571,0.3469387755102041,0.36734693877551017,1.1336603994049377,0.7898243262340326,1.1292051559335232,0.7538399480826684,0.9960700369583757
0.37755102040816324,0.36734693877551017,0.3877551020408163,1.126133881710673,0.8087661264099237,1.1017153557907513,0.7804794807169084,0.9783164983164984
0.3979591836734694,0.3877551020408163,0.4081632653061224,1.1150810862049971,0.8331366767693272,1.071647201979422,0.8091526937604544,0.9610486764030808
0.4183673469387755,0.4081632653061224,0.42857142857142855,1.0898283870393608,0.8543138446678392,1.0434938549366524,0.8443471299346496,0.9574845611898757
0.43877551020408156,0.42857142857142855,0.44897959183673464,1.0932788309193529,0.8751548670441572,1.0035672900396404,0.8784659004378138,0.9179426708516136
0.4591836734693877,0.44897959183673464,0.4693877551020408,1.0651823593251541,0.9049709748631741,0.9846467241482697,0.9100299649722636,0.924392631485272
0.47959183673469385,0.4693877551020408,0.4897959183673469,1.0571250041108942,0.9272574229849438,0.9560952489655041,0.9362493157037572,0.9044296987087519
0.5,0.4897959183673469,0.5102040816326531,1.0451432429452185,0.9592416694221442,0.9263873063284566,0.9856459001908472,0.8863735306922071
0.5204081632653061,0.5102040816326531,0.5306122448979591,1.0232461952452945,0.9703008571024846,0.9041869229028185,1.0016632343236178,0.8836455264669371
0.5408163265306122,0.5306122448979591,0.5510204081632653,1.0222224371710065,1.0067726462610316,0.8781000504914688,1.037765263407746,0.8590107383297167
0.5612244897959183,0.5510204081632653,0.5714285714285714,1.0132361162967494,1.0315969930754012,0.8494727413772748,1.0683376986517124,0.8383759004584153
0.5816326530612245,0.5714285714285714,0.5918367346938775,0.9864477800196926,1.0480345091109144,0.8148166347145288,1.106944011876226,0.8260109163591635
0.6020408163265305,0.5918367346938775,0.6122448979591836,0.9830352531054232,1.0790103189815248,0.7923318740460339,1.1384912691345743,0.8060055542698449
0.6224489795918366,0.6122448979591836,0.6326530612244897,0.9676599235083242,1.1192973598170257,0.7687664798546766,1.1751815528825496,0.7944593562038362
0.6428571428571428,0.6326530612244897,0.6530612244897959,0.9539150234369397,1.1477016564428109,0.7473433942261739,1.2115188838322224,0.7834486048175532
0.6632653061224489,0.6530612244897959,0.673469387755102,0.9390136559112732,1.169399849900733,0.7114929031434317,1.2417383662778798,0.7577024025842924
0.6836734693877551,0.673469387755102,0.6938775510204082,0.9241881223170351,1.2112835819666832,0.691681288557781,1.2923786891971047,0.7484204480183803
0.7040816326530612,0.6938775510204082,0.7142857142857142,0.9079217440256637,1.2472343455658343,0.6652152464892981,1.3369515854406513,0.7326790561703904
0.7244897959183673,0.7142857142857142,0.7346938775510203,0.8826690448600255,1.280697632300702,0.6321137354208293,1.3847850932495103,0.7161390094076205
0.7448979591836734,0.7346938775510203,0.7551020408163265,0.8695876916886389,1.3112700675446682,0.6097806426151866,1.414265055546331,0.7012296154181564
0.7653061224489796,0.7551020408163265,0.7755102040816326,0.8512737972486977,1.3490528242397952,0.578669772246715,1.4567538495522387,0.6797692753106765
0.7857142857142856,0.7755102040816326,0.7959183673469387,0.8302298812773411,1.3980460341002543,0.5525070659039448,1.5105035185518092,0.6654868469126781
0.8061224489795917,0.7959183673469387,0.8163265306122448,0.8063232343945561,1.4282150947175745,0.5159740694383448,1.5620850489331823,0.6399097129152854
0.8265306122448979,0.8163265306122448,0.836734693877551,0.7784163476289313,1.4669726734270774,0.48141275518988413,1.603817515514143,0.6184514966268053
0.846938775510204,0.836734693877551,0.8571428571428571,0.758244521868996,1.5116296060511667,0.44546747169285666,1.6499198738836862,0.5874984373046631
0.8673469387755102,0.8571428571428571,0.8775510204081632,0.7133887514291399,1.5477652496875203,0.40476360899870145,1.7073671436274336,0.5673815408328683
0.8877551020408163,0.8775510204081632,0.8979591836734693,0.6790928559406822,1.6011619658887826,0.3617847283616985,1.749166839312844,0.532747068676717
0.9081632653061223,0.8979591836734693,0.9183673469387754,0.6374600275865264,1.6591638757441487,0.3124926729332832,1.8059082034599645,0.4902153223887699
0.9285714285714285,0.9183673469387754,0.9387755102040816,0.5798641566667112,1.7382421098413785,0.26503959034200686,1.8605822726455732,0.45707186294383045
0.9489795918367346,0.9387755102040816,0.9591836734693877,0.49271201097270506,1.8356066603462142,0.20251451387935032,1.913911759742387,0.4110200469429374
0.9693877551020408,0.9591836734693877,0.9795918367346939,0.39367289652730847,2.006402200175342,0.13081353171386606,1.9273911951825522,0.33228991090777754
0.9897959183673469,0.9795918367346939,1.0,0.18220997873941544,1.9908554697736551,0.041386368077010086,1.5110581586634289,0.2271355738216627
